id,url,name,rank,longDescrip,shortDescrip,yearPublished,minPlayers,maxPlayers,bestPlayers,playTime,minTime,maxTime,age,thumbnail,votes,bggRating,avgRating,numWeights,complexity,playerPoll,publisher,gameType,mechanics,category
43111,https://boardgamegeek.com//boardgame/43111/chaos-old-world,Chaos in the Old World,138,Chaos in the Old World makes you a god. Each god&rsquo;s distinctive powers and legion of followers grant you unique strengths and diabolical abilities with which to corrupt and enslave the Old World.,Rival chaos gods send forth their minions to spread corruption and destruction.,2009,3,4,3,120,60,120,13,https://cf.geekdo-images.com/yTe9522sHL-3nhfAMH2cTg__thumb/img/hzQEjxV31FkgVXiHwDD8n0wF2I0=/fit-in/200x150/filters:strip_icc()/pic1318481.jpg,14622,7.40711,7.67423,898,3.1915,"['Action Points', 'Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Events', 'Hand Management', 'Role Playing', 'Take That', 'Variable Player Powers']",Fantasy Flight Games,"['Strategy Games', 'Thematic Games']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Events', 'Hand Management', 'Role Playing', 'Take That', 'Variable Player Powers']","['Fantasy', 'Fighting', 'Horror', 'Mythology', 'Wargame']"
284378,https://boardgamegeek.com//boardgame/284378/kanban-ev,Kanban EV,139,"Electric vehicles (EVs) have become more common since 2014 and are the future of the automobile industry. They are superior vehicles due to them being more efficient, easier to maintain, cleaner, and cheaper to run. They are computerized machines that use AI to improve safety and in the near future will provide autonomous driving. They receive software upgrades during their lifetime and are constantly improving, unlike their traditional combustion-engine counterparts, which start to become obsolete as soon as you start using them.",EV-factory workers optimize and innovate to stand out at the big board meeting.,2020,1,4,1,180,60,180,14,https://cf.geekdo-images.com/L2Wn-zUqkcHgqvwvY212Ig__thumb/img/RQunBacBw949DkYBgzoS5YaXgJo=/fit-in/200x150/filters:strip_icc()/pic4924232.jpg,2771,7.4035,8.6324,195,4.3436,"['Action Points', 'Hand Management', 'Variable Phase Order', 'Worker Placement']",Eagle-Gryphon Games,['Strategy Games'],"['Action Points', 'Hand Management', 'Variable Phase Order', 'Worker Placement']","['Economic', 'Industry / Manufacturing']"
287954,https://boardgamegeek.com//boardgame/287954/azul-summer-pavilion,Azul: Summer Pavilion,140,"At the turn of the 16th Century, King Manuel I commissioned Portugal's greatest artisans to construct grandiose buildings. After completing the Palaces of Evora and Sintra, the king sought to build a summer pavilion to honor the most famous members of the royal family. This construction was intended for the most talented artisans &mdash; whose skills meet the splendor that the royal family deserves. Sadly, King Manuel I died before construction ever began.",You're an artisan working on creating striking patterns within a king's palace.,2019,2,4,2,45,30,45,8,https://cf.geekdo-images.com/843kZ6WR0HfyXWEybA6L7A__thumb/img/sOiQSPo_DM7G1Om0PF1T2Z8ACcA=/fit-in/200x150/filters:strip_icc()/pic4930887.jpg,9613,7.40186,7.77876,219,2.0228,"['Card Drafting', 'End Game Bonuses', 'Pattern Building', 'Set Collection', 'Tile Placement', 'Turn Order: Claim Action']",Next Move Games,"['Abstract Games', 'Family Games']","['Card Drafting', 'End Game Bonuses', 'Pattern Building', 'Set Collection', 'Tile Placement', 'Turn Order: Claim Action']","['Abstract Strategy', 'Puzzle']"
150376,https://boardgamegeek.com//boardgame/150376/dead-winter-crossroads-game,Dead of Winter: A Crossroads Game,141,"&quot;Crossroads&quot; is a game series from Plaid Hat Games that tests a group of survivors' ability to work together and stay alive while facing crises and challenges from both outside and inside. Dead of Winter: A Crossroads Game, the first title in this series, puts 2-5 players in a small, weakened colony of survivors in a world in which most of humanity is either dead or diseased, flesh-craving monsters. Each player leads a faction of survivors, with dozens of different characters in the game.","As you struggle to keep survivors alive, how will you value group vs. personal needs?",2014,2,5,2,120,60,120,13,https://cf.geekdo-images.com/g4mV4BH-ZrhMUVgil-yV1A__thumb/img/foFGN8KwmN8BaYNpolq0HcMba4M=/fit-in/200x150/filters:strip_icc()/pic3016500.jpg,41113,7.39728,7.5468,1523,3.0118,"['Action Points', 'Area Movement', 'Dice Rolling', 'Hand Management', 'Narrative Choice / Paragraph', 'Push Your Luck', 'Semi-Cooperative Game', 'Storytelling', 'Trading', 'Traitor Game', 'Variable Player Powers', 'Voting']",Plaid Hat Games,['Thematic Games'],"['Action Points', 'Area Movement', 'Dice Rolling', 'Hand Management', 'Narrative Choice / Paragraph', 'Push Your Luck', 'Semi-Cooperative Game', 'Storytelling', 'Trading', 'Traitor Game', 'Variable Player Powers', 'Voting']","['Bluffing', 'Deduction', 'Horror', 'Zombies']"
82222,https://boardgamegeek.com//boardgame/82222/xia-legends-drift-system,Xia: Legends of a Drift System,142,Xia: Legends of a Drift System is a 3-5 player sandbox style competitive space adventure. Each player starts as a lowly but hopeful captain of a small starship.,Pilot your ship to stardom in a massive sci-fi sandbox.,2014,3,5,3,180,60,180,12,https://cf.geekdo-images.com/6uEBiPxMH8gfGJ6f3HLNGg__thumb/img/F_7LgdP3BKQVdrYHfIAoMu12G8c=/fit-in/200x150/filters:strip_icc()/pic1807124.png,8124,7.39196,7.87723,331,3.1782,"['Action Points', 'Dice Rolling', 'Grid Movement', 'Map Addition', 'Modular Board', 'Pick-up and Deliver', 'Roll / Spin and Move', 'Tile Placement', 'Variable Player Powers']",Far Off Games,"['Strategy Games', 'Thematic Games']","['Action Points', 'Dice Rolling', 'Grid Movement', 'Map Addition', 'Modular Board', 'Pick-up and Deliver', 'Roll / Spin and Move', 'Tile Placement', 'Variable Player Powers']","['Adventure', 'Exploration', 'Fighting', 'Science Fiction', 'Space Exploration', 'Transportation']"
54043,https://boardgamegeek.com//boardgame/54043/jaipur,Jaipur,143,"You are one of the two most powerful traders in the city of Jaipur, the capital of Rajasthan, but that's not enough for you because only the merchant with two &quot;seals of excellence&quot; will have the privilege of being invited to the Maharaja's court. You are therefore going to have to do better than your direct competitor by buying, exchanging, and selling at better prices, all while keeping an eye on both your camel herds.",Trade and sell goods to become the most wealthy merchant in this short game for two.,2009,2,2,2,30,30,30,12,https://cf.geekdo-images.com/_LTujSe_o16nvjDC-J0seA__thumb/img/82vhODfpxIT03BzW4NkisJ5Unzs=/fit-in/200x150/filters:strip_icc()/pic5100947.jpg,40683,7.39065,7.50363,1498,1.4846,"['Card Drafting', 'Hand Management', 'Hidden Victory Points', 'Market', 'Score-and-Reset Game', 'Set Collection']",GameWorks SàRL,['Family Games'],"['Card Drafting', 'Hand Management', 'Hidden Victory Points', 'Market', 'Score-and-Reset Game', 'Set Collection']","['Animals', 'Card Game', 'Economic']"
220877,https://boardgamegeek.com//boardgame/220877/rajas-ganges,Rajas of the Ganges,144,Through tactics and karma to wealth and fame...,Manage your dice to build profitable markets and grand monuments in historic India.,2017,2,4,3,75,45,75,12,https://cf.geekdo-images.com/hR5sxxqNY3gjvLwifaqRww__thumb/img/dPZ7zqlIVCt4xiWfISkpujiwKwk=/fit-in/200x150/filters:strip_icc()/pic3646165.jpg,10231,7.38788,7.72222,316,2.8861,"['Connections', 'Dice Rolling', 'Network and Route Building', 'Race', 'Tile Placement', 'Worker Placement']",HUCH!,['Strategy Games'],"['Connections', 'Dice Rolling', 'Network and Route Building', 'Race', 'Tile Placement', 'Worker Placement']","['Dice', 'Economic', 'Territory Building']"
17133,https://boardgamegeek.com//boardgame/17133/railways-world,Railways of the World,145,"Railways of the World (2009) is the new edition of the base game for Eagle Games' popular Railways of the World series, first published as Railroad Tycoon in 2005.  It reimplements the original game with several improvements.","Build rails, race to deliver scarce goods, and fulfill your Rail Baron's secret goal.",2005,2,6,3,120,120,120,10,https://cf.geekdo-images.com/Sz0wLg3TgycpzSvSMdzRJA__thumb/img/lfoHFV0OafSO8boxKEX8V3Tq5TM=/fit-in/200x150/filters:strip_icc()/pic3869603.jpg,11291,7.38629,7.68939,1357,3.0221,"['Action Points', 'Card Drafting', 'Connections', 'End Game Bonuses', 'Hexagon Grid', 'Income', 'Loans', 'Network and Route Building', 'Ownership', 'Pick-up and Deliver', 'Tile Placement', 'Turn Order: Auction']",Eagle-Gryphon Games,['Strategy Games'],"['Action Points', 'Card Drafting', 'Connections', 'End Game Bonuses', 'Hexagon Grid', 'Income', 'Loans', 'Network and Route Building', 'Ownership', 'Pick-up and Deliver', 'Tile Placement', 'Turn Order: Auction']","['Trains', 'Transportation', 'Video Game Theme']"
128882,https://boardgamegeek.com//boardgame/128882/resistance-avalon,The Resistance: Avalon,146,"The Resistance: Avalon pits the forces of Good and Evil in a battle to control the future of civilization. Arthur represents the future of Britain, a promise of prosperity and honor, yet hidden among his brave warriors are Mordred's unscrupulous minions. These forces of evil are few in number but have knowledge of each other and remain hidden from all but one of Arthur's servants. Merlin alone knows the agents of evil, but he must speak of this only in riddles. If his true identity is discovered, all will be lost.",Who can you trust? A game of social deduction set in King Arthur’s legendary realm.,2012,5,10,5,30,30,30,13,https://cf.geekdo-images.com/LPa6rsGcv8S0-OeNjCOAEQ__thumb/img/RKui79VjUbQAzTWaPu44ytupzDs=/fit-in/200x150/filters:strip_icc()/pic1398895.jpg,28589,7.38503,7.56378,938,1.7612,"['Finale Ending', 'Hidden Roles', 'Roles with Asymmetric Information', 'Simultaneous Action Selection', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers', 'Voting']",Indie Boards & Cards,['Party Games'],"['Finale Ending', 'Hidden Roles', 'Roles with Asymmetric Information', 'Simultaneous Action Selection', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers', 'Voting']","['Bluffing', 'Card Game', 'Deduction', 'Fantasy', 'Medieval', 'Negotiation', 'Party Game', 'Spies/Secret Agents']"
10630,https://boardgamegeek.com//boardgame/10630/memoir-44,Memoir '44,147,"Memoir '44  is a historical boardgame where players face-off in stylized battles of some of the most famous historic battles of World War II including Omaha Beach, Pegasus Bridge, Operation Cobra and the Ardennes.",Revisit the battles of D-Day and control the forces of the Allies and the Axis!,2004,2,8,0,60,30,60,8,https://cf.geekdo-images.com/chfLNSL0l7afCA5go9pAtA__thumb/img/hS1XE61e9MpzeJWfh1mdwT2gxQc=/fit-in/200x150/filters:strip_icc()/pic43663.jpg,26703,7.38407,7.55961,2275,2.2716,"['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Command Cards', 'Dice Rolling', 'Die Icon Resolution', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Line of Sight', 'Modular Board', 'Movement Points', 'Scenario / Mission / Campaign Game', 'Simulation']",Days of Wonder,['Wargames'],"['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Command Cards', 'Dice Rolling', 'Die Icon Resolution', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Line of Sight', 'Modular Board', 'Movement Points', 'Scenario / Mission / Campaign Game', 'Simulation']","['Miniatures', 'Wargame', 'World War II']"
217372,https://boardgamegeek.com//boardgame/217372/quest-el-dorado,The Quest for El Dorado,148,"In The Quest for El Dorado, players take the roles of expedition leaders who have embarked on a search for the legendary land of gold in the dense jungles of South America. Each player assembles and equips their own team, hiring various helpers from the scout to the scientist to the aborigine. All of them have one goal in mind: Reaching the golden border first and winning all of the riches for themselves. Whoever chooses the best tactics will be rewarded!",Race through a dense South American jungle in pursuit of the legendary city of gold.,2017,2,4,2,60,30,60,10,https://cf.geekdo-images.com/IGH076JpcXRnqkO4bpcXrg__thumb/img/fwdEWE5y96cgq5s1UfUSKYUX61A=/fit-in/200x150/filters:strip_icc()/pic3617168.jpg,15023,7.38357,7.62213,365,1.9315,"['Card Drafting', 'Deck, Bag, and Pool Building', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Race']",Ravensburger,['Family Games'],"['Card Drafting', 'Deck, Bag, and Pool Building', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Race']","['Adventure', 'Exploration', 'Racing']"
254640,https://boardgamegeek.com//boardgame/254640/just-one,Just One,149,"Just One is a cooperative party game in which you play together to discover as many mystery words as possible. Find the best clue to help your teammate. Be unique, as all identical clues will be cancelled!","Give one-word clues so someone can guess one word, but duplicate clues are discarded.",2018,3,7,4,20,20,20,8,https://cf.geekdo-images.com/qKcKjHpzAvLddwBhyindag__thumb/img/HhZu2qLp9wyX9PNgvmDE8_hCl-0=/fit-in/200x150/filters:strip_icc()/pic4268499.jpg,15077,7.38084,7.61315,284,1.0458,"['Communication Limits', 'Cooperative Game']",Repos Production,['Party Games'],"['Communication Limits', 'Cooperative Game']","['Party Game', 'Word Game']"
155426,https://boardgamegeek.com//boardgame/155426/castles-mad-king-ludwig,Castles of Mad King Ludwig,150,"In the tile-laying game Castles of Mad King Ludwig, players are tasked with building an amazing, extravagant castle for King Ludwig II of Bavaria...one room at a time. You see, the King loves castles, having built Neuschwanstein (the castle that inspired the Disney theme park castles) and others, but now he's commissioned you to build the biggest, best castle ever &mdash; subject, of course, to his ever-changing whims. Each player acts as a building contractor who is adding rooms to the castle he's building while also selling his services to other players.",Choose and play tiles to satisfy the king's whims and build the best fantasy castle.,2014,1,4,1,90,90,90,13,https://cf.geekdo-images.com/xkOTIpxwGQN4iyvbeqnytQ__thumb/img/kSSz-CQGEZPyiGzAKQCvSDsepRo=/fit-in/200x150/filters:strip_icc()/pic1961827.jpg,23007,7.37995,7.54594,811,2.6523,"['Card Drafting', 'End Game Bonuses', 'I Cut, You Choose', 'Increase Value of Unchosen Resources', 'Pattern Building', 'Set Collection', 'Tile Placement', 'Turn Order: Progressive']",Bézier Games,['Strategy Games'],"['Card Drafting', 'End Game Bonuses', 'I Cut, You Choose', 'Increase Value of Unchosen Resources', 'Pattern Building', 'Set Collection', 'Tile Placement', 'Turn Order: Progressive']","['City Building', 'Medieval', 'Post-Napoleonic', 'Puzzle']"
221194,https://boardgamegeek.com//boardgame/221194/dinosaur-island,Dinosaur Island,151,"In Dinosaur Island, players will have to collect DNA, research the DNA sequences of extinct dinosaur species, and then combine the ancient DNA in the correct sequence to bring these prehistoric creatures back to life. Dino cooking! All players will compete to build the most thrilling park each season, and then work to attract (and keep alive!) the most visitors each season that the park opens.",Research DNA to bring prehistoric reptiles to life.,2017,1,4,2,120,90,120,8,https://cf.geekdo-images.com/hLJv1A1TwrMrLLIJhVpKVA__thumb/img/cHgvJgF-Gr6mgDKj51uPoqbjHQk=/fit-in/200x150/filters:strip_icc()/pic3429338.png,12911,7.37937,7.68767,382,3.034,"['Action Points', 'Dice Rolling', 'Income', 'Set Collection', 'Tile Placement', 'Worker Placement']",Pandasaurus Games,"['Strategy Games', 'Thematic Games']","['Action Points', 'Dice Rolling', 'Income', 'Set Collection', 'Tile Placement', 'Worker Placement']","['Animals', 'Economic', 'Science Fiction']"
70149,https://boardgamegeek.com//boardgame/70149/ora-et-labora,Ora et Labora,152,"In Ora et Labora (Latin for 'Pray and work'), each player is head of a monastery in the Medieval era who acquires land and constructs buildings &ndash; little enterprises that will gain resources and profit. The goal is to build a working infrastructure and manufacture prestigious items &ndash; such as books, ceramics, ornaments, and relics &ndash; to gain the most victory points at the end of the game.",Manage workers and resources to build up the land around your medieval monastery.,2011,1,4,0,180,60,180,13,https://cf.geekdo-images.com/MLvyN4VJ3QNXBKxli8XLiA__thumb/img/mvTvon7ry-QKtYenVgg0LYUtdRc=/fit-in/200x150/filters:strip_icc()/pic5089618.jpg,10092,7.37766,7.70348,646,3.8947,"['Increase Value of Unchosen Resources', 'Modular Board', 'Network and Route Building', 'Worker Placement', 'Worker Placement, Different Worker Types']",Lookout Games,['Strategy Games'],"['Increase Value of Unchosen Resources', 'Modular Board', 'Network and Route Building', 'Worker Placement', 'Worker Placement, Different Worker Types']","['City Building', 'Economic', 'Industry / Manufacturing', 'Medieval', 'Religious', 'Territory Building']"
103343,https://boardgamegeek.com//boardgame/103343/game-thrones-board-game-second-edition,A Game of Thrones: The Board Game (Second Edition),153,Game description from the publisher:,Make alliances—and break them!—as you strive to both unite and conquer Westeros.,2011,3,6,4,240,120,240,14,https://cf.geekdo-images.com/M_7UvwZvuxBVjxdadsa5AA__thumb/img/ZQ9guRvmMgYfseBC3_xNscMOKKo=/fit-in/200x150/filters:strip_icc()/pic1077906.jpg,30063,7.37558,7.58243,1568,3.7226,"['Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Auction: Sealed Bid', 'Card Play Conflict Resolution', 'Hand Management', 'Order Counters', 'Player Elimination', ""Prisoner's Dilemma"", 'Simultaneous Action Selection', 'Variable Player Powers']",Fantasy Flight Games,['Strategy Games'],"['Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Auction: Sealed Bid', 'Card Play Conflict Resolution', 'Hand Management', 'Order Counters', 'Player Elimination', ""Prisoner's Dilemma"", 'Simultaneous Action Selection', 'Variable Player Powers']","['Bluffing', 'Fantasy', 'Negotiation', 'Novel-based', 'Political', 'Wargame']"
283948,https://boardgamegeek.com//boardgame/283948/marco-polo-ii-service-khan,Marco Polo II: In the Service of the Khan,154,"The journeys of Marco Polo continue in Marco Polo II: In the Service of the Khan, an epic follow-up to The Voyages of Marco Polo. After traveling to Beijing, your travels now take you back to the West in the service of the Khan, sending you to the farthest reaches of his empire in search of wealth and fame.","Travel to cities along the silk road, trading silk, spice, gold & jade along the way.",2019,2,4,2,120,60,120,12,https://cf.geekdo-images.com/DAgjwjk6qi1VSzv31MPKaQ__thumb/img/-WWZAnqvN9-nAMz_Di8t3t5xiW4=/fit-in/200x150/filters:strip_icc()/pic4970011.png,4526,7.3694,8.09298,179,3.3687,"['Contracts', 'Dice Rolling', 'Point to Point Movement', 'Resource to Move', 'Variable Player Powers', 'Worker Placement', 'Worker Placement with Dice Workers']",Hans im Glück,['Strategy Games'],"['Contracts', 'Dice Rolling', 'Point to Point Movement', 'Resource to Move', 'Variable Player Powers', 'Worker Placement', 'Worker Placement with Dice Workers']","['Dice', 'Economic', 'Medieval', 'Travel']"
463,https://boardgamegeek.com//boardgame/463/magic-gathering,Magic: The Gathering,155,,Cast spells and summon fantasy monsters in the original collectible card game.,1993,2,2,1,20,20,20,13,https://cf.geekdo-images.com/CxJmNl4wR4InjqyNrMdBTw__thumb/img/TtlQgYxLTPyYQWJvruMHfwKPReE=/fit-in/200x150/filters:strip_icc()/pic163749.jpg,34097,7.36807,7.53481,2113,3.221,"['Card Drafting', 'Deck Construction', 'Hand Management', 'Interrupts', 'Take That']",Wizards of the Coast,['Customizable Games'],"['Card Drafting', 'Deck Construction', 'Hand Management', 'Interrupts', 'Take That']","['Bluffing', 'Card Game', 'Collectible Components', 'Fantasy', 'Fighting']"
39463,https://boardgamegeek.com//boardgame/39463/cosmic-encounter,Cosmic Encounter,156,Build a galactic empire...,Conquer the galaxy with shifting alliances and the unique powers of your alien race.,2008,3,5,2,120,60,120,12,https://cf.geekdo-images.com/S8cE-Ld7XP5sVz-upKJ-Bg__thumb/img/gE--xqnuor4bft2J361zxJJGCjM=/fit-in/200x150/filters:strip_icc()/pic1521633.jpg,28621,7.36769,7.53801,1321,2.5761,"['Alliances', 'Card Play Conflict Resolution', 'Hand Management', 'Interrupts', 'Negotiation', ""Prisoner's Dilemma"", 'Race', 'Simultaneous Action Selection', 'Take That', 'Trading', 'Variable Player Powers']",Fantasy Flight Games,"['Strategy Games', 'Thematic Games']","['Alliances', 'Card Play Conflict Resolution', 'Hand Management', 'Interrupts', 'Negotiation', ""Prisoner's Dilemma"", 'Race', 'Simultaneous Action Selection', 'Take That', 'Trading', 'Variable Player Powers']","['Bluffing', 'Negotiation', 'Science Fiction', 'Space Exploration']"
188920,https://boardgamegeek.com//boardgame/188920/war-mine-board-game,This War of Mine: The Board Game,157,This War Of Mine: The Board Game is the tabletop adaptation of the award-winning video game that pictures the drama of civilians trapped in a war-torn city.,Civilians trapped in a war-torn city must make difficult decisions to survive.,2017,1,6,3,120,45,120,18,https://cf.geekdo-images.com/gQOQW7p1RWHzY54Lrs-_pA__thumb/img/qmypl6agXd78n1_vAiO5LZcCXHc=/fit-in/200x150/filters:strip_icc()/pic3315915.jpg,9717,7.36725,7.81592,350,3.28,"['Action Points', 'Cooperative Game', 'Dice Rolling', 'Events', 'Grid Movement', 'Narrative Choice / Paragraph', 'Push Your Luck', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Simulation', 'Solo / Solitaire Game', 'Storytelling', 'Variable Player Powers', 'Worker Placement']",Awaken Realms,['Thematic Games'],"['Action Points', 'Cooperative Game', 'Dice Rolling', 'Events', 'Grid Movement', 'Narrative Choice / Paragraph', 'Push Your Luck', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Simulation', 'Solo / Solitaire Game', 'Storytelling', 'Variable Player Powers', 'Worker Placement']","['Adventure', 'Exploration', 'Mature / Adult', 'Modern Warfare', 'Video Game Theme']"
199561,https://boardgamegeek.com//boardgame/199561/sagrada,Sagrada,158,Draft dice and use the tools-of-the-trade in Sagrada to carefully construct your stained glass window masterpiece.,Craft the best stained-glass windows by carefully placing colorful transparent dice.,2017,1,4,3,45,30,45,14,https://cf.geekdo-images.com/PZt3EAAGV3dFIVuwMR0AEw__thumb/img/1m4aryOW1MOpq-8jGkF6gDTJmCY=/fit-in/200x150/filters:strip_icc()/pic3525224.jpg,29762,7.36545,7.51695,610,1.9246,"['Contracts', 'Dice Rolling', 'Drafting', 'Pattern Building', 'Set Collection', 'Solo / Solitaire Game']",Floodgate Games,"['Abstract Games', 'Family Games']","['Contracts', 'Dice Rolling', 'Drafting', 'Pattern Building', 'Set Collection', 'Solo / Solitaire Game']","['Dice', 'Puzzle']"
282524,https://boardgamegeek.com//boardgame/282524/horrified,Horrified,159,"The stakes have been raised. Imagine living in a place so wretched that it's not plagued by one, two, or even three monsters &mdash; but seven of the most horrifying fiends!",Classic movie monsters terrorize a town! Can your team stop them in time?,2019,1,5,2,60,60,60,10,https://cf.geekdo-images.com/SoClIcwjDo_iZs0idVikDw__thumb/img/YSf5Z99aBqAlNKaGBj_oGb1oKH4=/fit-in/200x150/filters:strip_icc()/pic4848330.jpg,9226,7.36465,7.79386,212,2.0377,"['Action Points', 'Cooperative Game', 'Dice Rolling', 'Pick-up and Deliver', 'Point to Point Movement', 'Solo / Solitaire Game', 'Variable Player Powers', 'Variable Set-up']",Ravensburger,"['Family Games', 'Thematic Games']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Pick-up and Deliver', 'Point to Point Movement', 'Solo / Solitaire Game', 'Variable Player Powers', 'Variable Set-up']","['Horror', 'Miniatures', 'Movies / TV / Radio theme']"
14105,https://boardgamegeek.com//boardgame/14105/commands-colors-ancients,Commands & Colors: Ancients,160,"From the designer (about his Commands and Colors system, C&amp;C: Ancients, and Memoir' 44):",Accessible game of warfare from the dawn of history to the opening of the Middle Ages,2006,2,2,2,60,60,60,12,https://cf.geekdo-images.com/qcASDsV-0eNBVipfPhxs7A__thumb/img/Ti0K9F5Hsh6mE4OiYKuTASpC844=/fit-in/200x150/filters:strip_icc()/pic132447.jpg,8138,7.3584,7.77438,1025,2.6927,"['Campaign / Battle Card Driven', 'Command Cards', 'Dice Rolling', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Scenario / Mission / Campaign Game', 'Simulation']",GMT Games,['Wargames'],"['Campaign / Battle Card Driven', 'Command Cards', 'Dice Rolling', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Scenario / Mission / Campaign Game', 'Simulation']","['Ancient', 'Wargame']"
25021,https://boardgamegeek.com//boardgame/25021/sekigahara-unification-japan,Sekigahara: The Unification of Japan,161,"The battle of Sekigahara, fought in 1600 at a crossroads in Japan, unified that nation under the Tokugawa family for more than 250 years.",Defend or depose the Toyotomi heir by commanding the loyalty of the feudal lords.,2011,2,2,1,180,180,180,14,https://cf.geekdo-images.com/eMJAona-uXwh6t2AcugGEg__thumb/img/6qn1NgnJ9inZNfLlrBdWK3FritU=/fit-in/200x150/filters:strip_icc()/pic1063508.jpg,4785,7.35493,8.02638,328,2.7835,"['Action Points', 'Card Play Conflict Resolution', 'Force Commitment', 'Hand Management', 'Point to Point Movement', 'Secret Unit Deployment', 'Turn Order: Auction', 'Variable Set-up']",GMT Games,['Wargames'],"['Action Points', 'Card Play Conflict Resolution', 'Force Commitment', 'Hand Management', 'Point to Point Movement', 'Secret Unit Deployment', 'Turn Order: Auction', 'Variable Set-up']","['Civil War', 'Pike and Shot', 'Wargame']"
123260,https://boardgamegeek.com//boardgame/123260/suburbia,Suburbia,162,"Plan, build, and develop a small town into a major metropolis. Use hex-shaped building tiles to add residential, commercial, civic, and industrial areas, as well as special points of interest that provide benefits and take advantage of the resources of nearby towns. Your goal is to have your borough thrive and end up with a greater population than any of your opponents.",Expand your meager neighborhood into a sprawling suburb to attract the most citizens.,2012,1,4,1,90,60,90,8,https://cf.geekdo-images.com/1YcHesB7LRvCF8i9vgH7qw__thumb/img/LmYQpfDR6ds-9jGknAgbqjwuVs8=/fit-in/200x150/filters:strip_icc()/pic6009608.png,22378,7.35352,7.50909,930,2.7699,"['Auction: Dutch', 'Card Drafting', 'Catch the Leader', 'End Game Bonuses', 'Hexagon Grid', 'Set Collection', 'Tile Placement']",Bézier Games,['Strategy Games'],"['Auction: Dutch', 'Card Drafting', 'Catch the Leader', 'End Game Bonuses', 'Hexagon Grid', 'Set Collection', 'Tile Placement']","['City Building', 'Economic']"
31627,https://boardgamegeek.com//boardgame/31627/ticket-ride-nordic-countries,Ticket to Ride: Nordic Countries,163,"Ticket to Ride: Nordic Countries takes you on a Nordic adventure through Denmark, Finland, Norway, and Sweden as you travel to the great northern cities of Copenhagen, Oslo, Helsinki, and Stockholm. This version was initially available only in the Nordic Countries of Denmark, Norway, Sweden, and Finland; a worldwide limited-edition release occurred in August 2008 and it has since been kept in print again by Days of Wonder.","Build railways to connect destinations across Scandinavia, Finland, and Estonia.",2007,2,3,1,60,30,60,8,https://cf.geekdo-images.com/uiLW4kCvt86Tz2woZmIN5g__thumb/img/UdAnNrF2eDo6RXZZwqDm5bT6HPQ=/fit-in/200x150/filters:strip_icc()/pic369616.jpg,12247,7.35257,7.63861,565,1.9823,"['Card Drafting', 'Hand Management', 'Network and Route Building', 'Set Collection']",Days of Wonder,['Family Games'],"['Card Drafting', 'Hand Management', 'Network and Route Building', 'Set Collection']",['Trains']
195421,https://boardgamegeek.com//boardgame/195421/near-and-far,Near and Far,164,"Four wanderers search for the Last Ruin, a city that legends say contains an artifact that will grant the greatest desires of the heart. A lost love, redemption, acceptance, a family rejoined-- these are the fires that fuel the wanderers' journeys, but can they overcome their own greed and inner demons on the way?",Explore the lands to discover the Last Ruins and become the most storied traveller.,2017,2,4,2,120,90,120,13,https://cf.geekdo-images.com/lm8OOgJupqd3Q-fZ3DsQhw__thumb/img/mZV5Pve42U5PlK-GkFSDTDXCzdg=/fit-in/200x150/filters:strip_icc()/pic3605785.jpg,8230,7.35073,7.77546,167,2.8383,"['Card Drafting', 'Dice Rolling', 'Narrative Choice / Paragraph', 'Network and Route Building', 'Scenario / Mission / Campaign Game', 'Set Collection', 'Storytelling', 'Variable Player Powers', 'Worker Placement']",Red Raven Games,['Thematic Games'],"['Card Drafting', 'Dice Rolling', 'Narrative Choice / Paragraph', 'Network and Route Building', 'Scenario / Mission / Campaign Game', 'Set Collection', 'Storytelling', 'Variable Player Powers', 'Worker Placement']","['Adventure', 'Exploration']"
